Name,UIN,Status,Job Title,Department,Hire Year,Permissions,Permission last accessed,Last Recertification Date,Previous role,Access Risk level,Can be automatically recertified,Needs human review,Recertification Frequency 
Jamie Johnson,116398460,Faculty,Associate Professor,Human Resources,2020,Blackboard,04/03/2025 15:40:31,12/22/24 0:00:00,,0.49,yes,no,Anually
Jamie Johnson,116398460,Faculty,Associate Professor,Human Resources,2020,Gradescope,04/20/2025 15:40:31,10/21/24 0:00:00,Associate Professor,0.13,no,no,Anually
Jamie Johnson,116398460,Faculty,Associate Professor,Human Resources,2020,HR Research Repository,04/02/2025 15:40:31,12/14/24 0:00:00,Professor,0.13,no,yes,Bianually
Casey Lee,190711808,Undergraduate Student,Library Assistant,Engineering,2021,Library System Access,04/06/2025 15:40:31,12/01/24 0:00:00,Peer Tutor,0.32,yes,no,Anually
Casey Lee,190711808,Undergraduate Student,Library Assistant,Engineering,2021,GSuite,03/27/2025 15:40:31,12/17/24 0:00:00,,0.91,no,no,Anually
Alex Garcia,119535334,Faculty,Associate Professor,Engineering,2019,Blackboard,04/01/2025 15:40:31,11/30/24 0:00:00,Assistant Professor,0.21,no,yes,Bianually
Alex Garcia,119535334,Faculty,Associate Professor,Engineering,2019,Gradescope,04/01/2025 15:40:31,12/11/24 0:00:00,,0.25,yes,no,Bianually
Alex Garcia,119535334,Faculty,Associate Professor,Engineering,2019,EngiData Repository,04/09/2025 15:40:31,07/11/24 0:00:00,Professor,0.61,yes,yes,Anually
Alex Lee,186727250,Faculty,Assistant Professor,Mathematics,2019,Blackboard,04/11/2025 15:40:31,10/27/24 0:00:00,,0.69,yes,yes,Bianually
Alex Lee,186727250,Faculty,Assistant Professor,Mathematics,2019,Gradescope,04/02/2025 15:40:31,11/11/24 0:00:00,,0.45,yes,no,Bianually
Alex Lee,186727250,Faculty,Assistant Professor,Mathematics,2019,MathNet Research DB,04/04/2025 15:40:31,07/15/24 0:00:00,Associate Professor,0.46,no,no,Anually
Jamie Lee,146803412,Undergraduate Student,Peer Tutor,Computer Science,2019,Gradescope,04/15/2025 15:40:31,09/05/24 0:00:00,Library Assistant,0.24,no,yes,Anually
Jamie Lee,146803412,Undergraduate Student,Peer Tutor,Computer Science,2019,Blackboard,04/02/2025 15:40:31,10/18/24 0:00:00,,0.17,yes,no,Bianually
Jamie Brown,155730975,Staff,Financial Aid Officer,IT,2019,Financial Aid System,04/05/2025 15:40:31,11/25/24 0:00:00,IT Support,0.31,no,yes,Anually
Jamie Brown,155730975,Staff,Financial Aid Officer,IT,2019,Student Financial Records,04/03/2025 15:40:31,01/06/25 0:00:00,IT Support,0.46,no,no,Bianually
Jamie Garcia,196750510,Undergraduate Student,Library Assistant,Engineering,2022,Library System Access,03/29/2025 15:40:31,09/02/24 0:00:00,,0.76,yes,yes,Bianually
Jamie Garcia,196750510,Undergraduate Student,Library Assistant,Engineering,2022,GSuite,04/19/2025 15:40:31,07/19/24 0:00:00,,0.72,no,yes,Anually
Cameron Johnson,187364247,Graduate Student,Teaching Assistant,Human Resources,2020,Gradescope,03/26/2025 15:40:31,11/09/24 0:00:00,,0.43,no,no,Bianually
Cameron Johnson,187364247,Graduate Student,Teaching Assistant,Human Resources,2020,Course Management System,03/27/2025 15:40:31,10/20/24 0:00:00,,0.19,yes,no,Anually
Jamie Brown,118299068,Undergraduate Student,Library Assistant,IT,2022,Library System Access,04/14/2025 15:40:31,10/06/24 0:00:00,,0.32,no,yes,Anually
Jamie Brown,118299068,Undergraduate Student,Library Assistant,IT,2022,GSuite,04/18/2025 15:40:31,09/19/24 0:00:00,,0.17,yes,yes,Anually
Taylor Brown,167231882,Faculty,Professor,IT,2021,Blackboard,03/30/2025 15:40:31,11/04/24 0:00:00,,0.64,no,yes,Anually
Taylor Brown,167231882,Faculty,Professor,IT,2021,Gradescope,04/09/2025 15:40:31,08/25/24 0:00:00,,0.44,no,no,Bianually
Taylor Brown,167231882,Faculty,Professor,IT,2021,Tech Infrastructure DB,04/06/2025 15:40:31,11/04/24 0:00:00,,0.5,yes,yes,Anually
Alex Johnson,165238517,Faculty,Professor,Computer Science,2021,Blackboard,04/05/2025 15:40:31,11/07/24 0:00:00,,0.53,no,no,Anually
Alex Johnson,165238517,Faculty,Professor,Computer Science,2021,Gradescope,04/19/2025 15:40:31,07/13/24 0:00:00,,0.55,yes,no,Anually
Alex Johnson,165238517,Faculty,Professor,Computer Science,2021,CompSci Research Hub,04/06/2025 15:40:31,08/30/24 0:00:00,Associate Professor,0.59,no,yes,Anually
Taylor Johnson,125647209,Graduate Student,Research Assistant,Finance,2018,EconoResearch Portal,04/13/2025 15:40:31,11/20/24 0:00:00,,0.78,yes,yes,Bianually
Taylor Johnson,125647209,Graduate Student,Research Assistant,Finance,2018,GSuite,04/12/2025 15:40:31,10/27/24 0:00:00,,0.58,no,no,Bianually
Cameron Johnson,162380347,Undergraduate Student,Peer Tutor,Finance,2022,Gradescope,03/24/2025 15:40:31,12/08/24 0:00:00,Library Assistant,0.35,no,yes,Anually
Cameron Johnson,162380347,Undergraduate Student,Peer Tutor,Finance,2022,Blackboard,04/14/2025 15:40:31,10/13/24 0:00:00,Library Assistant,0.88,yes,yes,Anually
Taylor Martinez,144888381,Staff,Building Manager,Human Resources,2021,Building Access,04/05/2025 15:40:31,10/09/24 0:00:00,,0.14,yes,yes,Bianually
Taylor Martinez,144888381,Staff,Building Manager,Human Resources,2021,Maintenance System,04/19/2025 15:40:31,08/08/24 0:00:00,,0.57,no,yes,Anually
Jordan Johnson,157464881,Undergraduate Student,Lab Assistant,Physics,2022,Building Access,04/09/2025 15:40:31,09/23/24 0:00:00,,0.6,yes,yes,Bianually
Jordan Johnson,157464881,Undergraduate Student,Lab Assistant,Physics,2022,Lab Equipment Reservation,03/27/2025 15:40:31,10/02/24 0:00:00,,0.64,yes,no,Bianually
Casey Garcia,161162004,Faculty,Associate Professor,Computer Science,2022,Blackboard,04/04/2025 15:40:31,12/09/24 0:00:00,Professor,0.75,yes,yes,Anually
Casey Garcia,161162004,Faculty,Associate Professor,Computer Science,2022,Gradescope,04/08/2025 15:40:31,11/21/24 0:00:00,,0.65,yes,yes,Anually
Casey Garcia,161162004,Faculty,Associate Professor,Computer Science,2022,CompSci Research Hub,04/12/2025 15:40:31,08/20/24 0:00:00,Assistant Professor,0.18,yes,yes,Bianually
Casey Martinez,139177588,Staff,IT Support,Engineering,2021,System Admin Portal,04/02/2025 15:40:31,08/15/24 0:00:00,,0.25,yes,no,Anually
Casey Martinez,139177588,Staff,IT Support,Engineering,2021,Network Access,04/11/2025 15:40:31,09/30/24 0:00:00,,0.7,yes,yes,Anually
Alex Lee,114860499,Staff,HR Coordinator,Human Resources,2019,HR Portal,04/06/2025 15:40:31,07/19/24 0:00:00,Building Manager,0.58,yes,yes,Anually
Alex Lee,114860499,Staff,HR Coordinator,Human Resources,2019,Employee Records Access,04/14/2025 15:40:31,11/28/24 0:00:00,,0.7,no,yes,Anually
Jamie Smith,130761727,Faculty,Associate Professor,Human Resources,2024,Blackboard,03/26/2025 15:40:31,12/15/24 0:00:00,Associate Professor,0.55,yes,yes,Bianually
Jamie Smith,130761727,Faculty,Associate Professor,Human Resources,2024,Gradescope,04/10/2025 15:40:31,12/24/24 0:00:00,,0.65,yes,no,Anually
Jamie Smith,130761727,Faculty,Associate Professor,Human Resources,2024,HR Research Repository,04/02/2025 15:40:31,10/19/24 0:00:00,,0.49,no,yes,Bianually
Alex Lee,157739315,Undergraduate Student,Peer Tutor,Physics,2020,Gradescope,04/18/2025 15:40:31,09/18/24 0:00:00,,0.6,no,no,Bianually
Alex Lee,157739315,Undergraduate Student,Peer Tutor,Physics,2020,Blackboard,04/11/2025 15:40:31,07/17/24 0:00:00,Peer Tutor,0.2,no,yes,Bianually
Taylor Martinez,162233094,Staff,Financial Aid Officer,Biology,2022,Financial Aid System,04/03/2025 15:40:31,08/14/24 0:00:00,,0.6,yes,no,Anually
Taylor Martinez,162233094,Staff,Financial Aid Officer,Biology,2022,Student Financial Records,04/09/2025 15:40:31,10/14/24 0:00:00,,0.88,yes,yes,Anually
Taylor Smith,139036366,Staff,HR Coordinator,IT,2022,HR Portal,04/01/2025 15:40:31,08/24/24 0:00:00,Financial Aid Officer,0.75,yes,yes,Bianually
Taylor Smith,139036366,Staff,HR Coordinator,IT,2022,Employee Records Access,04/02/2025 15:40:31,11/12/24 0:00:00,,0.58,yes,no,Bianually
Cameron Lee,139069862,Faculty,Associate Professor,Physics,2022,Blackboard,04/10/2025 15:40:31,07/16/24 0:00:00,,0.3,yes,yes,Anually
Cameron Lee,139069862,Faculty,Associate Professor,Physics,2022,Gradescope,04/12/2025 15:40:31,12/09/24 0:00:00,,0.21,yes,no,Anually
Cameron Lee,139069862,Faculty,Associate Professor,Physics,2022,Physix Data Core,04/14/2025 15:40:31,07/25/24 0:00:00,Professor,0.59,no,no,Anually
Morgan Garcia,196176621,Faculty,Assistant Professor,IT,2018,Blackboard,04/18/2025 15:40:31,11/15/24 0:00:00,,0.49,no,no,Anually
Morgan Garcia,196176621,Faculty,Assistant Professor,IT,2018,Gradescope,03/31/2025 15:40:31,07/22/24 0:00:00,Professor,0.69,yes,yes,Bianually
Morgan Garcia,196176621,Faculty,Assistant Professor,IT,2018,Tech Infrastructure DB,03/23/2025 15:40:31,06/28/24 0:00:00,Assistant Professor,0.26,no,no,Bianually
Morgan Brown,180984947,Faculty,Associate Professor,Computer Science,2024,Blackboard,04/13/2025 15:40:31,12/08/24 0:00:00,,0.52,yes,yes,Bianually
Morgan Brown,180984947,Faculty,Associate Professor,Computer Science,2024,Gradescope,04/18/2025 15:40:31,09/18/24 0:00:00,,0.51,yes,no,Bianually
Morgan Brown,180984947,Faculty,Associate Professor,Computer Science,2024,CompSci Research Hub,03/24/2025 15:40:31,08/21/24 0:00:00,,0.48,no,no,Anually
Alex Garcia,104228280,Undergraduate Student,Lab Assistant,Library,2020,Building Access,03/30/2025 15:40:31,10/14/24 0:00:00,,0.86,yes,no,Bianually
Alex Garcia,104228280,Undergraduate Student,Lab Assistant,Library,2020,Lab Equipment Reservation,03/29/2025 15:40:31,10/30/24 0:00:00,,0.96,no,no,Anually
Alex Garcia,128104150,Faculty,Professor,Library,2018,Blackboard,04/17/2025 15:40:31,08/28/24 0:00:00,Assistant Professor,0.51,no,yes,Bianually
Alex Garcia,128104150,Faculty,Professor,Library,2018,Gradescope,04/10/2025 15:40:31,11/14/24 0:00:00,Professor,0.64,no,no,Bianually
Alex Garcia,128104150,Faculty,Professor,Library,2018,Library Research Vault,04/10/2025 15:40:31,08/19/24 0:00:00,,0.05,no,no,Bianually
Morgan Lee,179000922,Staff,HR Coordinator,Finance,2020,HR Portal,04/18/2025 15:40:31,08/05/24 0:00:00,Building Manager,0.5,no,yes,Bianually
Morgan Lee,179000922,Staff,HR Coordinator,Finance,2020,Employee Records Access,04/04/2025 15:40:31,09/30/24 0:00:00,,0.75,no,no,Bianually
Casey Brown,119992960,Staff,HR Coordinator,IT,2023,HR Portal,03/30/2025 15:40:31,08/22/24 0:00:00,,0.9,no,yes,Anually
Casey Brown,119992960,Staff,HR Coordinator,IT,2023,Employee Records Access,03/27/2025 15:40:31,11/01/24 0:00:00,IT Support,0.58,yes,yes,Bianually
Jordan Martinez,136477362,Staff,Financial Aid Officer,Biology,2018,Financial Aid System,04/20/2025 15:40:31,01/03/25 0:00:00,,0.58,no,yes,Anually
Jordan Martinez,136477362,Staff,Financial Aid Officer,Biology,2018,Student Financial Records,04/10/2025 15:40:31,07/31/24 0:00:00,,0.33,yes,yes,Bianually
Morgan Brown,181129786,Staff,Building Manager,Biology,2019,Building Access,04/18/2025 15:40:31,09/24/24 0:00:00,IT Support,0.39,no,no,Anually
Morgan Brown,181129786,Staff,Building Manager,Biology,2019,Maintenance System,03/30/2025 15:40:31,10/22/24 0:00:00,,0.14,no,no,Anually
Jamie Brown,116999496,Staff,HR Coordinator,Computer Science,2020,HR Portal,04/08/2025 15:40:31,09/29/24 0:00:00,,0.39,no,yes,Bianually
Jamie Brown,116999496,Staff,HR Coordinator,Computer Science,2020,Employee Records Access,04/16/2025 15:40:31,09/06/24 0:00:00,,0.73,yes,yes,Anually
Cameron Garcia,119921943,Undergraduate Student,Lab Assistant,Computer Science,2021,Building Access,04/20/2025 15:40:31,09/17/24 0:00:00,Library Assistant,0.5,no,no,Anually
Cameron Garcia,119921943,Undergraduate Student,Lab Assistant,Computer Science,2021,Lab Equipment Reservation,04/11/2025 15:40:31,06/25/24 0:00:00,Lab Assistant,0.62,no,yes,Anually
Morgan Johnson,188069867,Staff,IT Support,Physics,2020,System Admin Portal,04/01/2025 15:40:31,07/24/24 0:00:00,,0.4,no,no,Anually
Morgan Johnson,188069867,Staff,IT Support,Physics,2020,Network Access,04/05/2025 15:40:31,11/16/24 0:00:00,Financial Aid Officer,0.62,no,no,Anually
Jamie Johnson,196927738,Faculty,Assistant Professor,Human Resources,2019,Blackboard,03/22/2025 15:40:31,09/24/24 0:00:00,Associate Professor,0.34,yes,no,Anually
Jamie Johnson,196927738,Faculty,Assistant Professor,Human Resources,2019,Gradescope,04/03/2025 15:40:31,07/11/24 0:00:00,,0.69,no,no,Bianually
Jamie Johnson,196927738,Faculty,Assistant Professor,Human Resources,2019,HR Research Repository,04/04/2025 15:40:31,06/28/24 0:00:00,,0.42,yes,no,Bianually
Casey Brown,115457775,Undergraduate Student,Lab Assistant,Engineering,2024,Building Access,04/05/2025 15:40:31,12/19/24 0:00:00,,0.72,no,no,Anually
Casey Brown,115457775,Undergraduate Student,Lab Assistant,Engineering,2024,Lab Equipment Reservation,04/17/2025 15:40:31,08/28/24 0:00:00,,0.59,no,no,Anually
Alex Johnson,190790500,Faculty,Associate Professor,Biology,2023,Blackboard,03/28/2025 15:40:31,10/21/24 0:00:00,Associate Professor,0.52,yes,yes,Bianually
Alex Johnson,190790500,Faculty,Associate Professor,Biology,2023,Gradescope,04/13/2025 15:40:31,07/26/24 0:00:00,Professor,0.02,no,no,Bianually
Alex Johnson,190790500,Faculty,Associate Professor,Biology,2023,BioData Central,04/08/2025 15:40:31,07/29/24 0:00:00,,0.39,no,yes,Bianually
Alex Smith,194032490,Undergraduate Student,Peer Tutor,Finance,2021,Gradescope,04/18/2025 15:40:31,07/17/24 0:00:00,Library Assistant,0.5,no,no,Anually
Alex Smith,194032490,Undergraduate Student,Peer Tutor,Finance,2021,Blackboard,04/18/2025 15:40:31,10/30/24 0:00:00,Peer Tutor,0.03,no,yes,Bianually
Cameron Martinez,179712206,Staff,IT Support,Computer Science,2023,System Admin Portal,03/23/2025 15:40:31,08/28/24 0:00:00,,0.36,yes,no,Bianually
Cameron Martinez,179712206,Staff,IT Support,Computer Science,2023,Network Access,03/26/2025 15:40:31,09/06/24 0:00:00,,0.62,no,yes,Anually
Casey Smith,110965866,Faculty,Professor,Library,2018,Blackboard,04/05/2025 15:40:31,08/22/24 0:00:00,Professor,0.6,no,no,Anually
Casey Smith,110965866,Faculty,Professor,Library,2018,Gradescope,04/20/2025 15:40:31,09/23/24 0:00:00,Professor,0.19,no,no,Anually
Casey Smith,110965866,Faculty,Professor,Library,2018,Library Research Vault,04/14/2025 15:40:31,11/17/24 0:00:00,,0.61,yes,yes,Bianually
Morgan Brown,169742514,Graduate Student,Teaching Assistant,Biology,2024,Gradescope,04/17/2025 15:40:31,08/12/24 0:00:00,,0.56,yes,yes,Anually
Morgan Brown,169742514,Graduate Student,Teaching Assistant,Biology,2024,Course Management System,03/25/2025 15:40:31,10/27/24 0:00:00,,0.42,yes,yes,Bianually
Casey Martinez,122846655,Undergraduate Student,Library Assistant,Biology,2022,Library System Access,04/20/2025 15:40:31,12/09/24 0:00:00,,0.67,yes,no,Anually
Casey Martinez,122846655,Undergraduate Student,Library Assistant,Biology,2022,GSuite,03/26/2025 15:40:31,10/19/24 0:00:00,,0.92,yes,no,Anually
Casey Garcia,162417145,Faculty,Assistant Professor,Human Resources,2018,Blackboard,04/18/2025 15:40:31,09/19/24 0:00:00,Assistant Professor,0.27,yes,no,Bianually
Casey Garcia,162417145,Faculty,Assistant Professor,Human Resources,2018,Gradescope,04/11/2025 15:40:31,12/01/24 0:00:00,,0.65,yes,no,Bianually
Casey Garcia,162417145,Faculty,Assistant Professor,Human Resources,2018,HR Research Repository,04/20/2025 15:40:31,01/09/25 0:00:00,Assistant Professor,0.62,yes,yes,Anually
Morgan Garcia,178150649,Staff,HR Coordinator,Engineering,2023,HR Portal,03/27/2025 15:40:31,08/14/24 0:00:00,,0.57,yes,no,Bianually
Morgan Garcia,178150649,Staff,HR Coordinator,Engineering,2023,Employee Records Access,03/27/2025 15:40:31,08/11/24 0:00:00,,0.14,yes,yes,Bianually
Morgan Garcia,161889695,Faculty,Associate Professor,Physics,2019,Blackboard,04/12/2025 15:40:31,11/01/24 0:00:00,,0.81,no,yes,Anually
Morgan Garcia,161889695,Faculty,Associate Professor,Physics,2019,Gradescope,03/24/2025 15:40:31,10/15/24 0:00:00,Assistant Professor,0.5,no,no,Bianually
Morgan Garcia,161889695,Faculty,Associate Professor,Physics,2019,Physix Data Core,04/02/2025 15:40:31,11/21/24 0:00:00,Professor,0.31,yes,no,Anually
Cameron Johnson,116145707,Staff,IT Support,Physics,2021,System Admin Portal,03/27/2025 15:40:31,11/16/24 0:00:00,,0.48,no,no,Anually
Cameron Johnson,116145707,Staff,IT Support,Physics,2021,Network Access,04/02/2025 15:40:31,08/15/24 0:00:00,IT Support,0.73,yes,yes,Bianually
Morgan Brown,186253440,Graduate Student,Research Assistant,Library,2019,Library Research Vault,04/20/2025 15:40:31,07/22/24 0:00:00,Research Assistant,0.3,no,no,Bianually
Morgan Brown,186253440,Graduate Student,Research Assistant,Library,2019,GSuite,04/18/2025 15:40:31,06/30/24 0:00:00,,0.07,yes,yes,Anually
Morgan Lee,145636929,Undergraduate Student,Lab Assistant,Physics,2024,Building Access,03/31/2025 15:40:31,08/23/24 0:00:00,,0.53,no,yes,Anually
Morgan Lee,145636929,Undergraduate Student,Lab Assistant,Physics,2024,Lab Equipment Reservation,03/26/2025 15:40:31,11/06/24 0:00:00,,0.26,yes,yes,Bianually
Jamie Johnson,109486379,Undergraduate Student,Lab Assistant,Mathematics,2024,Building Access,03/30/2025 15:40:31,11/30/24 0:00:00,,0.33,no,no,Anually
Jamie Johnson,109486379,Undergraduate Student,Lab Assistant,Mathematics,2024,Lab Equipment Reservation,03/30/2025 15:40:31,07/13/24 0:00:00,Library Assistant,0.94,yes,no,Bianually
Jamie Johnson,121929603,Undergraduate Student,Peer Tutor,IT,2018,Gradescope,04/16/2025 15:40:31,09/25/24 0:00:00,,0.65,yes,no,Anually
Jamie Johnson,121929603,Undergraduate Student,Peer Tutor,IT,2018,Blackboard,04/11/2025 15:40:31,08/01/24 0:00:00,Lab Assistant,0.36,no,no,Bianually
Alex Martinez,175732722,Staff,Financial Aid Officer,Biology,2024,Financial Aid System,03/27/2025 15:40:31,11/02/24 0:00:00,Financial Aid Officer,0.27,no,no,Bianually
Alex Martinez,175732722,Staff,Financial Aid Officer,Biology,2024,Student Financial Records,04/02/2025 15:40:31,09/02/24 0:00:00,,0.68,yes,no,Anually
Morgan Lee,181850166,Faculty,Associate Professor,Computer Science,2021,Blackboard,04/17/2025 15:40:31,09/04/24 0:00:00,,0.74,yes,no,Anually
Morgan Lee,181850166,Faculty,Associate Professor,Computer Science,2021,Gradescope,03/26/2025 15:40:31,10/21/24 0:00:00,Professor,0.46,no,no,Bianually
Morgan Lee,181850166,Faculty,Associate Professor,Computer Science,2021,CompSci Research Hub,04/08/2025 15:40:31,10/28/24 0:00:00,Professor,0.35,no,yes,Bianually
Jordan Martinez,161735022,Staff,HR Coordinator,Physics,2018,HR Portal,04/12/2025 15:40:31,12/01/24 0:00:00,IT Support,0.22,yes,no,Anually
Jordan Martinez,161735022,Staff,HR Coordinator,Physics,2018,Employee Records Access,03/28/2025 15:40:31,11/03/24 0:00:00,Building Manager,0.27,no,yes,Anually
Cameron Brown,147960055,Faculty,Associate Professor,Chemistry,2022,Blackboard,04/06/2025 15:40:31,10/16/24 0:00:00,,0.5,no,no,Bianually
Cameron Brown,147960055,Faculty,Associate Professor,Chemistry,2022,Gradescope,03/22/2025 15:40:31,11/25/24 0:00:00,Assistant Professor,0.93,no,no,Anually
Cameron Brown,147960055,Faculty,Associate Professor,Chemistry,2022,ChemResearch Archive,04/06/2025 15:40:31,08/20/24 0:00:00,Professor,0.73,yes,no,Bianually
Alex Johnson,199898618,Undergraduate Student,Library Assistant,Mathematics,2024,Library System Access,03/26/2025 15:40:31,11/17/24 0:00:00,Peer Tutor,0.85,no,yes,Bianually
Alex Johnson,199898618,Undergraduate Student,Library Assistant,Mathematics,2024,GSuite,04/10/2025 15:40:31,07/01/24 0:00:00,Library Assistant,0.44,yes,no,Anually
Jamie Johnson,128202919,Staff,HR Coordinator,Physics,2023,HR Portal,04/07/2025 15:40:31,10/13/24 0:00:00,,0.76,yes,yes,Bianually
Jamie Johnson,128202919,Staff,HR Coordinator,Physics,2023,Employee Records Access,04/13/2025 15:40:31,08/09/24 0:00:00,,0.5,no,no,Anually
Jordan Johnson,131772418,Graduate Student,Research Assistant,Computer Science,2021,CompSci Research Hub,04/10/2025 15:40:31,07/16/24 0:00:00,,0.82,yes,yes,Bianually
Jordan Johnson,131772418,Graduate Student,Research Assistant,Computer Science,2021,GSuite,04/08/2025 15:40:31,07/06/24 0:00:00,Teaching Assistant,0.57,no,no,Anually
Casey Garcia,173042792,Staff,HR Coordinator,Mathematics,2023,HR Portal,04/01/2025 15:40:31,12/18/24 0:00:00,,0.8,yes,no,Anually
Casey Garcia,173042792,Staff,HR Coordinator,Mathematics,2023,Employee Records Access,04/02/2025 15:40:31,10/19/24 0:00:00,,0.66,yes,yes,Anually
Cameron Brown,109779549,Undergraduate Student,Lab Assistant,Biology,2022,Building Access,04/06/2025 15:40:31,08/26/24 0:00:00,,0.51,no,yes,Bianually
Cameron Brown,109779549,Undergraduate Student,Lab Assistant,Biology,2022,Lab Equipment Reservation,04/05/2025 15:40:31,12/03/24 0:00:00,,0.56,yes,yes,Anually
Casey Garcia,183937073,Undergraduate Student,Peer Tutor,Physics,2024,Gradescope,03/23/2025 15:40:31,10/25/24 0:00:00,,0.26,no,yes,Bianually
Casey Garcia,183937073,Undergraduate Student,Peer Tutor,Physics,2024,Blackboard,03/28/2025 15:40:31,10/15/24 0:00:00,,0.32,yes,no,Anually
Casey Brown,116792215,Graduate Student,Research Assistant,IT,2019,Tech Infrastructure DB,04/19/2025 15:40:31,09/08/24 0:00:00,,0.51,no,yes,Anually
Casey Brown,116792215,Graduate Student,Research Assistant,IT,2019,GSuite,03/24/2025 15:40:31,11/08/24 0:00:00,,0.28,yes,no,Anually
Taylor Garcia,193743673,Faculty,Assistant Professor,Engineering,2022,Blackboard,03/29/2025 15:40:31,07/31/24 0:00:00,Assistant Professor,0.77,no,no,Anually
Taylor Garcia,193743673,Faculty,Assistant Professor,Engineering,2022,Gradescope,04/14/2025 15:40:31,07/23/24 0:00:00,Professor,0.54,no,no,Bianually
Taylor Garcia,193743673,Faculty,Assistant Professor,Engineering,2022,EngiData Repository,03/29/2025 15:40:31,08/09/24 0:00:00,,0.18,yes,yes,Bianually
Taylor Brown,111091271,Undergraduate Student,Peer Tutor,Physics,2018,Gradescope,04/11/2025 15:40:31,10/19/24 0:00:00,,0.45,no,yes,Bianually
Taylor Brown,111091271,Undergraduate Student,Peer Tutor,Physics,2018,Blackboard,03/30/2025 15:40:31,07/25/24 0:00:00,,0.15,yes,no,Anually
Taylor Johnson,198699233,Staff,IT Support,Physics,2022,System Admin Portal,03/29/2025 15:40:31,11/15/24 0:00:00,,0.51,yes,no,Anually
Taylor Johnson,198699233,Staff,IT Support,Physics,2022,Network Access,04/08/2025 15:40:31,08/24/24 0:00:00,,0.34,no,no,Anually
Jamie Brown,186305917,Faculty,Professor,Chemistry,2021,Blackboard,04/07/2025 15:40:31,09/27/24 0:00:00,,0.2,yes,no,Bianually
Jamie Brown,186305917,Faculty,Professor,Chemistry,2021,Gradescope,04/16/2025 15:40:31,10/09/24 0:00:00,,0.27,no,yes,Bianually
Jamie Brown,186305917,Faculty,Professor,Chemistry,2021,ChemResearch Archive,03/30/2025 15:40:31,09/30/24 0:00:00,Associate Professor,0.86,no,yes,Bianually
Jamie Smith,122609842,Staff,HR Coordinator,Finance,2020,HR Portal,04/20/2025 15:40:31,09/24/24 0:00:00,,0.63,no,yes,Bianually
Jamie Smith,122609842,Staff,HR Coordinator,Finance,2020,Employee Records Access,04/08/2025 15:40:31,12/24/24 0:00:00,,0.68,yes,no,Anually
Jamie Brown,126600332,Faculty,Associate Professor,Mathematics,2021,Blackboard,04/14/2025 15:40:31,11/05/24 0:00:00,Assistant Professor,0.39,no,no,Anually
Jamie Brown,126600332,Faculty,Associate Professor,Mathematics,2021,Gradescope,04/18/2025 15:40:31,11/22/24 0:00:00,,0.48,yes,yes,Bianually
Jamie Brown,126600332,Faculty,Associate Professor,Mathematics,2021,MathNet Research DB,03/23/2025 15:40:31,08/02/24 0:00:00,Assistant Professor,0.25,no,no,Anually
Morgan Smith,195999173,Undergraduate Student,Lab Assistant,Human Resources,2024,Building Access,04/18/2025 15:40:31,12/15/24 0:00:00,Lab Assistant,0.09,yes,yes,Bianually
Morgan Smith,195999173,Undergraduate Student,Lab Assistant,Human Resources,2024,Lab Equipment Reservation,03/26/2025 15:40:31,10/20/24 0:00:00,,0.39,no,no,Anually
Taylor Johnson,108350858,Graduate Student,Research Assistant,Human Resources,2020,HR Research Repository,04/19/2025 15:40:31,07/27/24 0:00:00,Teaching Assistant,0.32,yes,no,Anually
Taylor Johnson,108350858,Graduate Student,Research Assistant,Human Resources,2020,GSuite,04/04/2025 15:40:31,06/29/24 0:00:00,Teaching Assistant,0.61,no,no,Bianually
Alex Martinez,113248218,Graduate Student,Teaching Assistant,Biology,2020,Gradescope,04/06/2025 15:40:31,10/24/24 0:00:00,,0.59,yes,no,Bianually
Alex Martinez,113248218,Graduate Student,Teaching Assistant,Biology,2020,Course Management System,04/06/2025 15:40:31,10/03/24 0:00:00,Research Assistant,0.54,yes,no,Anually
Taylor Smith,180443469,Undergraduate Student,Library Assistant,Finance,2020,Library System Access,04/04/2025 15:40:31,12/30/24 0:00:00,Peer Tutor,0.67,yes,no,Bianually
Taylor Smith,180443469,Undergraduate Student,Library Assistant,Finance,2020,GSuite,03/22/2025 15:40:31,09/08/24 0:00:00,,0.27,yes,no,Bianually
Cameron Garcia,184577549,Graduate Student,Research Assistant,Library,2022,Library Research Vault,03/31/2025 15:40:31,01/07/25 0:00:00,,0.17,no,yes,Bianually
Cameron Garcia,184577549,Graduate Student,Research Assistant,Library,2022,GSuite,04/15/2025 15:40:31,12/25/24 0:00:00,,0.58,yes,yes,Bianually
Alex Martinez,189065746,Undergraduate Student,Library Assistant,Human Resources,2021,Library System Access,04/08/2025 15:40:31,12/15/24 0:00:00,Library Assistant,0.59,no,yes,Anually
Alex Martinez,189065746,Undergraduate Student,Library Assistant,Human Resources,2021,GSuite,04/04/2025 15:40:31,08/19/24 0:00:00,,0.14,no,no,Bianually
Jordan Brown,163335222,Staff,Building Manager,Computer Science,2023,Building Access,04/15/2025 15:40:31,12/26/24 0:00:00,HR Coordinator,0.36,yes,yes,Anually
Jordan Brown,163335222,Staff,Building Manager,Computer Science,2023,Maintenance System,04/05/2025 15:40:31,07/04/24 0:00:00,,0.27,yes,no,Anually
Jordan Martinez,189160208,Faculty,Professor,Physics,2018,Blackboard,03/24/2025 15:40:31,09/25/24 0:00:00,,0.3,yes,yes,Anually
